address,bedrooms,full_bathrooms,half_bathrooms,type,size_sqft,lot_size,price,GEOCODE,zip,distance,pps,lon,lat
6812 MYSTIC PLAIN CT LAS VEGAS NV 89149,3.0,2.0,1.0,Single Family Home,1992.0,6098.0,22e4,"-115.29752,36.284943",89149,13.65413918618413,110.4417670682731,-115.29752,36.284943
3416 GOLDYKE ST LAS VEGAS NV 89115,3.0,2.0,0.0,Mfd/Mobile Home,1782.0,8276.0,6e4,"-115.07684,36.222168",89115,9.151487443804974,33.67003367003367,-115.07684,36.222168
9222 COWBOY RAIN DR LAS VEGAS NV 89178,3.0,3.0,1.0,Single Family Home,1864.0,2178.0,173e3,"-115.29426,36.010292",89178,9.898856234484985,92.81115879828326,-115.29426,36.010292
845 TROTTER CIR LAS VEGAS NV 89107,5.0,4.0,1.0,Single Family Home,4608.0,15246.0,6e5,"-115.176125,36.160988",89107,3.2005577315700906,130.20833333333334,-115.176125,36.160988
10914 IRIS CANYON LN LAS VEGAS NV 89135,4.0,4.0,1.0,Single Family Home,3951.0,13503.6,799e3,"-115.33189,36.139626",89135,9.062972013783586,202.22728423184003,-115.33189,36.139626
2192 GONDERVILLE CT HENDERSON NV 89044,5.0,3.0,1.0,Single Family Home,3800.0,10454.4,394900.0,"-115.08403,35.93401",89044,13.410359615471464,103.92105263157895,-115.08403,35.93401
204 N RING DOVE DR LAS VEGAS NV 89144,4.0,4.0,0.0,Single Family Home,3270.0,8276.0,585500.0,"-115.31951,36.175266",89144,9.206876620577836,179.0519877675841,-115.31951,36.175266
4363 CRANBROOK CIR LAS VEGAS NV 89103,4.0,2.0,1.0,Single Family Home,2117.0,6969.0,198900.0,"-115.23455,36.109478",89103,3.4720870225226124,93.95370807746812,-115.23455,36.109478
10765 GILESPIE ST LAS VEGAS NV 89183,4.0,3.0,1.0,Single Family Home,4451.0,49658.4,775e3,"-115.16374,35.99454",89183,8.296566323330307,174.118175690856,-115.16374,35.99454
381 DOG LEG DR LAS VEGAS NV 89148,3.0,2.0,1.0,Single Family Home,1714.0,3484.0,275e3,"-115.29452,36.041286",89148,8.484305289862986,160.44340723453908,-115.29452,36.041286
7725 LITTONDALE ST LAS VEGAS NV 89139,3.0,3.0,0.0,Single Family Home,2054.0,4791.0,218e3,"-115.22274,36.048832",89139,5.3289737368253824,106.13437195715677,-115.22274,36.048832
5108 NARDINI AVE LAS VEGAS NV 89141,3.0,2.0,0.0,Single Family Home,1405.0,4791.0,209900.0,"-115.2108,35.991253",89141,8.769386887311413,149.39501779359432,-115.2108,35.991253
4100 PLAN LAS VEGAS NV 89131,5.0,3.0,1.0,Single Family Home; Ready to build,4100.0,130680.0,429990.0,NA,89131,NA,104.87560975609756,NA,NA
2532 HIGHVALE DR LAS VEGAS NV 89134,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1359.0,3049.0,195e3,"-115.30958,36.20609",89134,9.91079209382954,143.4878587196468,-115.30958,36.20609
9432 TETON WOOD AVE LAS VEGAS NV 89129,4.0,2.0,0.0,Single Family Home,1318.0,4791.0,155500.0,"-115.30163,36.226513",89129,10.552229494013975,117.98179059180576,-115.30163,36.226513
4725 MADRIGAL WAY LAS VEGAS NV 89122,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1045.0,4356.0,6e4,"-115.04321,36.103565",89122,7.291314439265802,57.41626794258373,-115.04321,36.103565
5074 S RAINBOW BL UNIT: 201 LAS VEGAS NV 89118,3.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1163.0,NaN,64e3,"-115.243,36.09615",89118,4.12871271380659,55.03009458297507,-115.243,36.09615
3761 MONUMENT ST LAS VEGAS NV 89121,4.0,3.0,0.0,Condo/Townhome/Row Home/Co-Op,2025.0,3920.0,117e3,"-115.098236,36.12133",89121,4.1974956593335735,57.77777777777778,-115.098236,36.12133
848 LOMA BONITA PL LAS VEGAS NV 89138,4.0,3.0,1.0,Single Family Home,3387.0,8712.0,599900.0,"-115.359146,36.163334",89138,10.948169660062982,177.11839385887217,-115.359146,36.163334
45 HAWK RIDGE DR LAS VEGAS NV 89135,4.0,4.0,2.0,Single Family Home,7016.0,21780.0,4499e3,"-115.349266,36.117302",89135,9.872834841920229,641.248574686431,-115.349266,36.117302
10916 MCNEESE CT LAS VEGAS NV 89134,3.0,2.0,0.0,Single Family Home,2192.0,9147.0,425e3,"-115.333336,36.210995",89134,11.165799033179065,193.88686131386862,-115.333336,36.210995
8005 EGYPT MEADOWS AVE LAS VEGAS NV 89178,4.0,3.0,0.0,Single Family Home,2851.0,6098.0,29e4,"-115.266464,36.011646",89178,8.826995859320853,101.71869519466854,-115.266464,36.011646
3921 COPPERHEAD HILLS ST LAS VEGAS NV 89129,3.0,2.0,0.0,Single Family Home,1306.0,3920.0,154500.0,"-115.29828,36.23258",89129,10.738321077214207,118.30015313935681,-115.29828,36.23258
8095 FOXLAND ST LAS VEGAS NV 89131,5.0,3.0,1.0,Single Family Home,4100.0,20037.6,479900.0,"-115.23818,36.307102",89131,13.763113666171519,117.04878048780488,-115.23818,36.307102
3339 HALEAKALA DR LAS VEGAS NV 89122,2.0,2.0,0.0,Mfd/Mobile Home,1136.0,3920.0,55e3,"-115.059784,36.128452",89122,6.3941503611034705,48.41549295774648,-115.059784,36.128452
7932 PALE RIDER ST LAS VEGAS NV 89131,3.0,2.0,0.0,Single Family Home,1256.0,4356.0,159900.0,"-115.20775,36.304996",89131,13.26883361511578,127.30891719745223,-115.20775,36.304996
9168 HEDGE ROCK ST LAS VEGAS NV 89123,3.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1473.0,4356.0,154900.0,"-115.17933,36.02353",89123,6.2927953674344685,105.15953835709436,-115.17933,36.02353
2004 ULLOM DR LAS VEGAS NV 89108,2.0,2.0,0.0,Single Family Home,980.0,3920.0,93e3,"-115.20482,36.196014",89108,5.888692923115573,94.89795918367346,-115.20482,36.196014
6511 COFFEEVILLE CREEK DR LAS VEGAS NV 89122,5.0,2.0,1.0,Single Family Home,1816.0,3484.0,152e3,"-115.030945,36.127228",89122,7.983458172180714,83.70044052863436,-115.030945,36.127228
1805 IRON RIDGE DR LAS VEGAS NV 89117,5.0,4.0,1.0,Single Family Home,5211.0,12632.4,999900.0,"-115.279785,36.14995",89117,6.459138384734308,191.8825561312608,-115.279785,36.14995
820 GLACIER PEAK LN UNIT 202 LAS VEGAS NV 89144,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1410.0,NaN,212500.0,"-115.328804,36.162697",89144,9.33182566105074,150.70921985815602,-115.328804,36.162697
3651 ARVILLE ST UNIT: 730 LAS VEGAS NV 89103,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,452.0,NaN,55e3,"-115.19923,36.12336",89103,1.5950989784011531,121.68141592920354,-115.19923,36.12336
517 CARPENTER DR LAS VEGAS NV 89107,4.0,2.0,0.0,Single Family Home,1286.0,6534.0,12e4,"-115.226234,36.165916",89107,4.628271139235026,93.31259720062208,-115.226234,36.165916
5520 MORENDO DR LAS VEGAS NV 89107,4.0,2.0,1.0,Single Family Home,2040.0,6534.0,1e5,"-115.21665,36.175705",89107,4.871578826582403,49.01960784313726,-115.21665,36.175705
2857 PARADISE RD UNIT 3201 LAS VEGAS NV 89109,4.0,6.0,1.0,Condo/Townhome/Row Home/Co-Op,5779.0,NaN,465e4,"-115.1548,36.137188",89109,1.8523426554223963,804.6374805329642,-115.1548,36.137188
905 BOULDER SPRINGS DR UNIT 201 LAS VEGAS NV 89128,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1136.0,NaN,89e3,"-115.266365,36.181408",89128,6.968152651590308,78.34507042253522,-115.266365,36.181408
7470 FORT MCDERMITT AVE LAS VEGAS NV 89179,3.0,2.0,1.0,Single Family Home,2355.0,6969.0,350051.0,NA,89179,NA,148.6416135881104,NA,NA
2924 PLAYA DEL REY ST LAS VEGAS NV 89169,3.0,2.0,0.0,Single Family Home,1377.0,7840.0,129999.0,"-115.12825,36.136517",89169,2.9134626876362386,94.4074074074074,-115.12825,36.136517
7255 W SUNSET RD APT 2105 LAS VEGAS NV 89113,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,937.0,NaN,99900.0,"-115.25054,36.070347",89113,5.314714080141735,106.61686232657418,-115.25054,36.070347
3104 CYPRESS AVE LAS VEGAS NV 89030,3.0,2.0,0.0,Mfd/Mobile Home,980.0,5227.0,7e4,"-115.10634,36.205444",89030,7.280590879895709,71.42857142857143,-115.10634,36.205444
717 MARIE FENLON DR LAS VEGAS NV 89107,3.0,2.0,0.0,Single Family Home,1325.0,3484.0,148220.0,"-115.21665,36.17975",89107,5.114492211477455,111.86415094339623,-115.21665,36.17975
4940 BECKY PL LAS VEGAS NV 89120,3.0,2.0,0.0,Single Family Home,1332.0,6098.0,139900.0,"-115.065475,36.096222",89120,6.138648739490435,105.03003003003003,-115.065475,36.096222
9317 RED ROSE AVE LAS VEGAS NV 89129,3.0,2.0,0.0,Single Family Home,1254.0,4573.0,135e3,"-115.29857,36.225636",89129,10.391652120959789,107.6555023923445,-115.29857,36.225636
2134 BURTONSVILLE DR HENDERSON NV 89044,2.0,2.0,0.0,Single Family Home,1712.0,5227.0,295e3,"-115.08641,35.949795",89044,12.353184754918214,172.31308411214954,-115.08641,35.949795
6059 SADDLE HORSE AVE LAS VEGAS NV 89122,3.0,2.0,0.0,Single Family Home,1420.0,6969.0,179900.0,"-115.041046,36.119812",89122,7.380088089002232,126.69014084507042,-115.041046,36.119812
2615 W GARY AVE UNIT 2035 LAS VEGAS NV 89123,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,940.0,NaN,95e3,"-115.17644,36.015453",89123,6.842115174431744,101.06382978723404,-115.17644,36.015453
4728 OBANNON DR APT D LAS VEGAS NV 89102,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1073.0,NaN,65e3,"-115.20493,36.14814",89102,2.9256533451801436,60.577819198508855,-115.20493,36.14814
5139 WYOMING AVE LAS VEGAS NV 89142,4.0,2.0,1.0,Single Family Home,1789.0,6534.0,165e3,"-115.062454,36.151215",89142,6.667751649989651,92.230296254891,-115.062454,36.151215
6219 WHITE POINT CT LAS VEGAS NV 89139,3.0,2.0,0.0,Single Family Home,1806.0,5227.0,17e4,"-115.228165,36.034363",89139,6.343299456443632,94.13067552602436,-115.228165,36.034363
4295 RIMCREST RD LAS VEGAS NV 89121,3.0,2.0,0.0,Single Family Home,1615.0,7840.0,174990.0,"-115.08645,36.111553",89121,4.8364506828105,108.3529411764706,-115.08645,36.111553
11776 MAGNOLIA PARK CT LAS VEGAS NV 89141,3.0,3.0,1.0,Single Family Home,3220.0,7405.0,849e3,"-115.18663,35.975643",89141,9.615036614176288,263.6645962732919,-115.18663,35.975643
9624 GRAND ISLE LN LAS VEGAS NV 89144,5.0,5.0,1.0,Single Family Home,5085.0,14810.4,1499900.0,"-115.306946,36.1772",89144,8.652378101395657,294.96558505408063,-115.306946,36.1772
7920 TURTLE ISLAND CT LAS VEGAS NV 89129,3.0,2.0,0.0,Single Family Home,1436.0,4356.0,18e4,"-115.26788,36.222954",89129,9.165771705099871,125.34818941504179,-115.26788,36.222954
2662 RED ARROW DR LAS VEGAS NV 89135,5.0,5.0,1.0,Single Family Home,5109.0,17424.0,1625e3,"-115.34744,36.140938",89135,9.934316602086625,318.06615776081424,-115.34744,36.140938
5828 PERFECT VIEW ST LAS VEGAS NV 89130,3.0,2.0,0.0,Single Family Home,1662.0,6534.0,185e3,"-115.20973,36.266636",89130,10.68070101582112,111.31167268351383,-115.20973,36.266636
2000 N FASHION SHOW DR UNIT 5206 LAS VEGAS NV 89109,1.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,910.0,NaN,728888.0,"-115.168236,36.127857",89109,0.9462188624512281,800.9758241758242,-115.168236,36.127857
145 E HARMON AVE # 3720 LAS VEGAS NV 89109,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,874.0,NaN,289888.0,"-115.16659,36.108017",89109,0.5746549797681038,331.6796338672769,-115.16659,36.108017
4959 SPANISH HEIGHTS DR LAS VEGAS NV 89148,4.0,4.0,2.0,Single Family Home,5578.0,14810.4,1579e3,"-115.28664,36.0988",89148,6.461437535445236,283.0763714593044,-115.28664,36.0988
5293 SAN ANSELMO ST LAS VEGAS NV 89120,4.0,2.0,0.0,Single Family Home,1507.0,6098.0,1e5,NA,89120,NA,66.35700066357,NA,NA
134 TAMARRON CLIFFS ST LAS VEGAS NV 89148,4.0,3.0,1.0,Single Family Home,3470.0,6969.0,569900.0,"-115.28739,36.051716",89148,7.742293296809463,164.23631123919307,-115.28739,36.051716
7730 SECRET SHORE DR UNIT: 106 LAS VEGAS NV 89128,1.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,659.0,NaN,6e4,"-115.26338,36.19829",89128,7.674765640502667,91.04704097116844,-115.26338,36.19829
2374 CARDIFF LN UNIT D LAS VEGAS NV 89108,2.0,1.0,0.0,Condo/Townhome/Row Home/Co-Op,920.0,3136.0,53e3,"-115.2188,36.202618",89108,6.587966454944817,57.608695652173914,-115.2188,36.202618
4664 LAURENTIA AVE LAS VEGAS NV 89141,4.0,3.0,1.0,Single Family Home,4552.0,8276.0,574900.0,"-115.20429,35.994514",89141,8.468150054546124,126.29613356766257,-115.20429,35.994514
LAS VEGAS NV 89138,4.0,2.0,1.0,Single Family Home,3342.0,8494.0,539250.0,NA,89138,NA,161.35547576301616,NA,NA
10108 RISING TREE ST LAS VEGAS NV 89183,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1510.0,2178.0,139e3,"-115.15155,36.0061",89183,7.578067073426382,92.05298013245033,-115.15155,36.006100000000004
11569 WHIPKEY ST LAS VEGAS NV 89183,4.0,2.0,1.0,Single Family Home,2774.0,4791.0,325e3,"-115.15753,35.979588",89183,9.351131611640971,117.15933669790915,-115.15753,35.979588
3726 LAS VEGAS BLVD S UNIT 902 LAS VEGAS NV 89158,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1402.0,NaN,828888.0,"-115.173,36.107418",89158,0.4984624973565805,591.2182596291013,-115.173,36.107418
9983 DIAMOND SUMMIT CT UNIT: 102 LAS VEGAS NV 89183,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1423.0,871.0,159950.0,"-115.11909,36.00794",89183,7.948150087907036,112.40337315530569,-115.11909,36.00794
LAS VEGAS NV 89178,4.0,3.0,1.0,Single Family Home,2684.6363636363635,6692.090909090909,292699.45454545453,NA,89178,NA,109.02759811723274,NA,NA
3755 KIT FOX ST LAS VEGAS NV 89122,4.0,2.0,1.0,Single Family Home,2069.0,4791.0,174900.0,"-115.03191,36.119823",89122,7.890651524695033,84.53359110681488,-115.03191,36.119823
9424 MEDFORD FALLS AVE LAS VEGAS NV 89149,3.0,2.0,0.0,Single Family Home,1101.0,3049.0,149999.0,"-115.30223,36.303356",89149,14.885806467480457,136.23887375113534,-115.30223,36.303356
4433 GRACEMONT AVE LAS VEGAS NV 89139,4.0,3.0,0.0,Single Family Home,2220.0,4791.0,248e3,"-115.2002,36.048466",89139,4.813467272762575,111.71171171171171,-115.2002,36.048466
7332 STONEY SHORE DR LAS VEGAS NV 89128,3.0,2.0,1.0,Single Family Home,1481.0,3920.0,155100.0,"-115.25278,36.193897",89128,7.060451184329198,104.72653612424038,-115.25278,36.193897
2575 PARADISE VILLAGE WAY LAS VEGAS NV 89120,3.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1430.0,1306.0,72888.0,"-115.115265,36.097416",89120,3.4321349482735997,50.97062937062937,-115.115265,36.097416
9101 ALTA DR UNIT: 1801 LAS VEGAS NV 89145,5.0,7.0,2.0,Condo/Townhome/Row Home/Co-Op,15691.0,NaN,129e5,"-115.291565,36.167427",89145,7.5727920406496185,822.1273341405902,-115.291565,36.167427000000004
8933 RUDICA CREEK AVE LAS VEGAS NV 89149,4.0,3.0,0.0,Single Family Home,2056.0,6098.0,109999.0,"-115.29095,36.277718",89149,13.038654260305657,53.50145914396887,-115.29095,36.277718
BLUE HERON LAS VEGAS NV 89115,2.0,3.0,0.0,Multi-Family Home; Ready to build,1251.0,87120.0,137888.0,NA,89115,NA,110.22222222222223,NA,NA
9545 LOS COTOS CT LAS VEGAS NV 89147,5.0,4.0,0.0,Single Family Home,4194.0,11761.2,499900.0,"-115.30047,36.106934",89147,7.161580071187482,119.19408679065332,-115.30047,36.106934
9269 MOONLIGHT NEST LN LAS VEGAS NV 89178,3.0,2.0,1.0,Single Family Home,1768.0,2178.0,171e3,"-115.27222,36.019604",89178,8.596691551925948,96.71945701357465,-115.27222,36.019604
1934 VILLA DE SOL ST LAS VEGAS NV 89156,3.0,2.0,1.0,Single Family Home,1788.0,3484.0,139999.0,"-115.03121,36.194527",89156,9.645147667979185,78.29921700223714,-115.03121,36.194527
10379 COPALITO DR LAS VEGAS NV 89178,3.0,2.0,0.0,Single Family Home,1970.0,5662.0,285e3,"-115.24765,36.000862",89178,8.893697339568467,144.67005076142132,-115.24765,36.000862
5156 TREASURE AVE LAS VEGAS NV 89122,3.0,2.0,0.0,Single Family Home,1673.0,6969.0,155e3,"-115.06017,36.114326",89122,6.301909366193436,92.64793783622235,-115.06017,36.114326
6142 WHEAT PENNY AVE LAS VEGAS NV 89122,3.0,2.0,0.0,Single Family Home,1234.0,4356.0,179900.0,"-115.03987,36.11911",89122,7.443674660448689,145.78606158833063,-115.03987,36.11911
9 MIDNIGHT RIDGE DR LAS VEGAS NV 89135,4.0,4.0,1.0,Single Family Home,4778.0,15246.0,1935e3,"-115.35121,36.11784",89135,9.982284841854513,404.9811636668062,-115.35121,36.11784
9477 THATCHED SUNLIGHT CT LAS VEGAS NV 89178,3.0,2.0,1.0,Single Family Home,1796.0,4791.0,14e4,"-115.28639,36.016018",89178,9.30929376042076,77.95100222717149,-115.28639,36.016018
7950 W FLAMINGO RD UNIT 1071 LAS VEGAS NV 89147,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1023.0,2395.0,95e3,"-115.264435,36.11468",89147,5.125524841763669,92.86412512218963,-115.264435,36.11468
8429 VIVID VIOLET AVE LAS VEGAS NV 89143,5.0,3.0,0.0,Single Family Home,3297.0,7405.0,379900.0,"-115.280045,36.311596",89143,14.842495738174678,115.22596299666364,-115.280045,36.311596
7810 CAROLYN LEE ST LAS VEGAS NV 89131,3.0,3.0,1.0,Single Family Home,3426.0,16988.4,459999.0,"-115.22921,36.301647",89131,13.27303835219702,134.26707530647985,-115.22921,36.301647
1165 JEWEL WEED CT LAS VEGAS NV 89123,3.0,2.0,0.0,Single Family Home,1809.0,8276.0,285999.0,"-115.13697,36.048317",89123,4.993926413960744,158.09784411276948,-115.13697,36.048317
4909 BRAEBURN DR LAS VEGAS NV 89130,3.0,2.0,0.0,Single Family Home,1712.0,6969.0,189e3,"-115.20936,36.251537",89130,9.65697600563026,110.39719626168224,-115.20936,36.251537
7109 MONTCLIFF AVE LAS VEGAS NV 89147,4.0,2.0,0.0,Single Family Home,1509.0,6098.0,189900.0,"-115.24708,36.120785",89147,4.1759638002378825,125.84493041749504,-115.24708,36.120785
7564 WENTWORTH SPRINGS CT LAS VEGAS NV 89139,3.0,2.0,0.0,Single Family Home,1250.0,3920.0,195e3,"-115.23184,36.051258",89139,5.478418302791471,156.0,-115.23184,36.051258
5453 RED SUN DR LAS VEGAS NV 89149,3.0,2.0,1.0,Single Family Home,1937.0,5662.0,21e4,"-115.2692,36.260807",89149,11.427142581860862,108.41507485802788,-115.2692,36.260807
2960 REATINI CT LAS VEGAS NV 89052,5.0,3.0,0.0,Single Family Home,3225.0,7840.0,448e3,"-115.11617,35.97185",89052,10.343712017893745,138.91472868217053,-115.11617,35.97185
5121 PIONEER AVE APT 103 LAS VEGAS NV 89146,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1105.0,NaN,89900.0,"-115.2123,36.127914",89146,2.390656379903028,81.35746606334841,-115.2123,36.127914
7817 MEADOWROBIN AVE LAS VEGAS NV 89131,4.0,2.0,1.0,Single Family Home,2284.0,4791.0,199900.0,"-115.26472,36.294422",89131,13.417156265977633,87.52189141856392,-115.26472,36.294422
1522 PHILLIPS AVE LAS VEGAS NV 89104,4.0,2.0,0.0,Single Family Home,1425.0,7405.0,147e3,"-115.13161,36.147247",89104,3.219376717841902,103.15789473684211,-115.13161,36.147247
31 HAWK RIDGE DR LAS VEGAS NV 89135,5.0,5.0,2.0,Single Family Home,7820.0,29185.2,3749e3,"-115.349205,36.117317",89135,9.869441215051163,479.4117647058824,-115.349205,36.117317
2747 PARADISE RD UNIT 1103 LAS VEGAS NV 89109,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,2195.0,NaN,449e3,"-115.15479,36.1391",89109,1.9645459995443835,204.55580865603645,-115.15479,36.1391
2630 PLAN LAS VEGAS NV 89179,5.0,3.0,0.0,Single Family Home; Ready to build,2630.0,130680.0,267900.0,NA,89179,NA,101.86311787072243,NA,NA
6408 PENROSE LN LAS VEGAS NV 89107,3.0,2.0,0.0,Single Family Home,1354.0,7840.0,115e3,"-115.23416,36.17707",89107,5.503890245726444,84.93353028064993,-115.23416,36.17707
5912 NEGRIL AVE LAS VEGAS NV 89130,4.0,2.0,0.0,Single Family Home,1947.0,7840.0,205e3,"-115.223305,36.271683",89130,11.189179915854574,105.29019003595275,-115.223305,36.271683
870 N SLOAN LN APT 102 LAS VEGAS NV 89110,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,900.0,NaN,6e4,"-115.04386,36.175903",89110,8.35728964122917,66.66666666666667,-115.04386,36.175903
6130 PATRIOTS POINT CT UNIT LOT 3005 LAS VEGAS NV 89108,3.0,2.0,0.0,Single Family Home,1630.0,6969.0,214999.0,NA,89108,NA,131.90122699386504,NA,NA
3308 ROYAL GLEN CT LAS VEGAS NV 89117,4.0,3.0,0.0,Single Family Home,2320.0,4356.0,234900.0,"-115.307884,36.131268",89117,7.64186202380851,101.25,-115.307884,36.131268
10616 UMBRELLA TREE CT LAS VEGAS NV 89144,4.0,2.0,1.0,Single Family Home,2106.0,6969.0,309900.0,"-115.32786,36.18335",89144,9.879684442476504,147.15099715099714,-115.32786,36.18335
1520 TETON ST LAS VEGAS NV 89101,3.0,2.0,0.0,Single Family Home,1161.0,6534.0,78500.0,"-115.103745,36.187534",89101,6.338240284161896,67.61412575366063,-115.103745,36.187534
3394 EWA BEACH DR LAS VEGAS NV 89122,2.0,2.0,0.0,Mfd/Mobile Home,854.0,3920.0,55e3,"-115.06186,36.127487",89122,6.2696351992120505,64.40281030444964,-115.06186,36.127487
3430 TANTO CIR LAS VEGAS NV 89121,4.0,3.0,0.0,Single Family Home,4008.0,16117.2,557900.0,"-115.10028,36.110016",89121,4.070603642333058,139.19660678642714,-115.10028,36.110016
6065 CRYSTAL BROOK CT LAS VEGAS NV 89149,3.0,2.0,1.0,Single Family Home,2788.0,19602.0,278e3,"-115.299965,36.27084",89149,12.902624018330275,99.71305595408896,-115.299965,36.27084
9106 HORIZON MIST AVE LAS VEGAS NV 89178,3.0,3.0,0.0,Single Family Home,1995.0,4791.0,205e3,"-115.292114,35.99897",89178,10.402740531691716,102.75689223057644,-115.292114,35.99897
9593 LOS COTOS CT LAS VEGAS NV 89147,5.0,3.0,1.0,Single Family Home,3546.0,11761.2,415e3,"-115.30114,36.10694",89147,7.198930579244656,117.03327693175409,-115.30114,36.10694
2291 ORCHARD VALLEY DR LAS VEGAS NV 89142,4.0,3.0,0.0,Single Family Home,1940.0,5445.0,97e3,"-115.038635,36.147007",89142,7.829717244761782,50.0,-115.038635,36.147007
6116 BROWNING WAY LAS VEGAS NV 89130,3.0,2.0,0.0,Single Family Home,1931.0,6534.0,218e3,"-115.22675,36.256435",89130,10.230420071702413,112.89487312273434,-115.22675,36.256435
6468 ZA ZU PITTS AV UNIT: 101 LAS VEGAS NV 89122,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1218.0,1306.0,92e3,"-115.03216,36.135628",89122,7.999695606935526,75.53366174055829,-115.03216,36.135628
2617 CHATEAU CLERMONT ST HENDERSON NV 89044,6.0,5.0,0.0,Single Family Home,3701.0,6534.0,599e3,"-115.08362,35.932644",89044,13.50636330486708,161.8481491488787,-115.08362,35.932644
7936 MEANDERING LIGHT AVE LAS VEGAS NV 89131,4.0,3.0,0.0,Single Family Home,2220.0,4356.0,239e3,"-115.26873,36.302708",89131,14.030635174576526,107.65765765765765,-115.26873,36.302708
262 FOREST VALLEY CT LAS VEGAS NV 89124,4.0,4.0,1.0,Single Family Home,5984.0,3484.0,125e4,"-115.65049,36.25797",89124,28.468758312827738,208.8903743315508,-115.65049,36.25797
LAS VEGAS NV 89115,3.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1324.75,3163.125,79911.0,NA,89115,NA,60.32157010756747,NA,NA
2777 PARADISE RD UNIT 2903 LAS VEGAS NV 89109,2.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,2195.0,NaN,499e3,"-115.1548,36.138577",89109,1.9333964642496804,227.33485193621868,-115.1548,36.138577
10035 OAK CREEK CANYON AVE LAS VEGAS NV 89147,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1249.0,2613.0,175e3,"-115.311264,36.121105",89147,7.757798191579711,140.11208967173738,-115.311264,36.121105
2536 DORNOCH LN HENDERSON NV 89044,5.0,4.0,1.0,Single Family Home,3744.0,9583.0,55e4,NA,89044,NA,146.9017094017094,NA,NA
2638 KINGHORN PL HENDERSON NV 89044,4.0,3.0,1.0,Single Family Home,3022.0,5662.0,395e3,"-115.1005,35.93193",89044,13.232822467682183,130.70814030443415,-115.1005,35.93193
292 BROADCAST AVE LAS VEGAS NV 89183,5.0,3.0,0.0,Single Family Home,4058.0,12632.4,425e3,"-115.15986,36.00779",89183,7.403062337955948,104.7313947757516,-115.15986,36.00779
4241 FLAMING RIDGE TRL LAS VEGAS NV 89147,3.0,2.0,0.0,Single Family Home,2124.0,6098.0,29e4,"-115.293915,36.11201",89147,6.777302389459935,136.53483992467042,-115.293915,36.11201
1612 CORDOBA CANYON ST LAS VEGAS NV 89117,4.0,3.0,0.0,Single Family Home,2418.0,4356.0,265e3,"-115.2791,36.152885",89117,6.502944788651832,109.59470636889992,-115.2791,36.152885
7613 CONSTANTINOPLE AVE LAS VEGAS NV 89129,3.0,2.0,1.0,Single Family Home,1725.0,3920.0,159900.0,"-115.26097,36.231266",89129,9.430797058175987,92.69565217391305,-115.26097,36.231266
838 TAM O SHANTER LAS VEGAS NV 89109,2.0,3.0,0.0,Condo/Townhome/Row Home/Co-Op,1350.0,NaN,165e3,"-115.14365,36.140335",89109,2.4080351755985028,122.22222222222223,-115.14365,36.140335
10612 ISOLA BELLA ST LAS VEGAS NV 89141,3.0,2.0,1.0,Single Family Home,2295.0,5227.0,269900.0,"-115.20255,35.99682",89141,8.292596546845324,117.60348583877996,-115.20255,35.99682
322 KAREN AVE UNIT 508 LAS VEGAS NV 89109,2.0,2.0,0.0,Condo/Townhome/Row Home/Co-Op,1657.0,NaN,45e4,"-115.15354,36.14025",89109,2.0685681231516035,271.5751357875679,-115.15354,36.14025
615 FRANKLIN AVE LAS VEGAS NV 89104,3.0,2.0,0.0,Single Family Home,1510.0,7405.0,2e5,"-115.14592,36.15513",89104,3.170840596298073,132.4503311258278,-115.14592,36.15513
10106 QUILT TREE ST LAS VEGAS NV 89183,3.0,2.0,1.0,Condo/Townhome/Row Home/Co-Op,1510.0,2178.0,159900.0,"-115.15301,36.006145",89183,7.562588030555697,105.89403973509934,-115.15301,36.006145
